,year,month,day,hour,date,pm2.5,DEWP,TEMP,PRES,atm_pressure,cbwd,Iws,Is,Ir,Season,month_name,direction
20093,2012,4,17,5,2012-04-17,90.0,3,10.0,1012.0,0.9988440000000001,SE,67.04,0,0,Spring,Apr,135
20094,2012,4,17,6,2012-04-17,90.0,3,10.0,1012.0,0.9988440000000001,SE,68.83,0,0,Spring,Apr,135
20095,2012,4,17,7,2012-04-17,95.0,3,11.0,1012.0,0.9988440000000001,SE,71.96,0,0,Spring,Apr,135
20096,2012,4,17,8,2012-04-17,101.0,3,13.0,1012.0,0.9988440000000001,SE,73.75,0,0,Spring,Apr,135
20097,2012,4,17,9,2012-04-17,108.0,3,16.0,1012.0,0.9988440000000001,SE,75.54,0,0,Spring,Apr,135
20098,2012,4,17,10,2012-04-17,130.0,4,17.0,1011.0,0.997857,NE,1.79,0,0,Spring,Apr,45
20099,2012,4,17,11,2012-04-17,127.0,4,20.0,1010.0,0.99687,SE,1.79,0,0,Spring,Apr,135
20100,2012,4,17,12,2012-04-17,128.0,4,21.0,1009.0,0.9958830000000001,SE,5.81,0,0,Spring,Apr,135
20101,2012,4,17,13,2012-04-17,138.0,4,23.0,1007.0,0.993909,SE,8.94,0,0,Spring,Apr,135
20102,2012,4,17,14,2012-04-17,121.0,5,25.0,1005.0,0.991935,SE,12.96,0,0,Spring,Apr,135
20103,2012,4,17,15,2012-04-17,235.0,5,26.0,1005.0,0.991935,SE,17.88,0,0,Spring,Apr,135
20104,2012,4,17,16,2012-04-17,168.0,4,25.0,1004.0,0.990948,SE,23.69,0,0,Spring,Apr,135
20105,2012,4,17,17,2012-04-17,136.0,4,25.0,1004.0,0.990948,SE,29.5,0,0,Spring,Apr,135
20106,2012,4,17,18,2012-04-17,163.0,6,24.0,1004.0,0.990948,SE,34.42,0,0,Spring,Apr,135
20107,2012,4,17,19,2012-04-17,184.0,8,24.0,1004.0,0.990948,SE,40.23,0,0,Spring,Apr,135
20108,2012,4,17,20,2012-04-17,164.0,10,23.0,1005.0,0.991935,SE,45.15,0,0,Spring,Apr,135
20109,2012,4,17,21,2012-04-17,127.0,10,22.0,1006.0,0.9929220000000001,SE,50.07,0,0,Spring,Apr,135
20110,2012,4,17,22,2012-04-17,116.0,11,20.0,1006.0,0.9929220000000001,SE,54.09,0,0,Spring,Apr,135
20111,2012,4,17,23,2012-04-17,108.0,11,20.0,1006.0,0.9929220000000001,SE,59.01,0,0,Spring,Apr,135
20112,2012,4,18,0,2012-04-18,105.0,11,19.0,1006.0,0.9929220000000001,SE,63.03,0,0,Spring,Apr,135
20113,2012,4,18,1,2012-04-18,113.0,12,18.0,1006.0,0.9929220000000001,SE,67.05,0,0,Spring,Apr,135
20114,2012,4,18,2,2012-04-18,121.0,12,18.0,1006.0,0.9929220000000001,SE,70.18,0,0,Spring,Apr,135
20115,2012,4,18,3,2012-04-18,136.0,12,17.0,1006.0,0.9929220000000001,SE,71.97,0,0,Spring,Apr,135
20116,2012,4,18,4,2012-04-18,138.0,13,16.0,1006.0,0.9929220000000001,SE,75.1,0,0,Spring,Apr,135
20117,2012,4,18,5,2012-04-18,140.0,13,15.0,1007.0,0.993909,SE,78.23,0,0,Spring,Apr,135
20118,2012,4,18,6,2012-04-18,141.0,13,16.0,1007.0,0.993909,SE,81.36,0,0,Spring,Apr,135
20119,2012,4,18,7,2012-04-18,140.0,12,17.0,1008.0,0.994896,SE,84.49,0,0,Spring,Apr,135
20120,2012,4,18,8,2012-04-18,144.0,12,17.0,1008.0,0.994896,SE,87.62,0,0,Spring,Apr,135
20121,2012,4,18,9,2012-04-18,142.0,12,18.0,1009.0,0.9958830000000001,SE,90.75,0,0,Spring,Apr,135
20122,2012,4,18,10,2012-04-18,145.0,11,18.0,1009.0,0.9958830000000001,SE,93.88,0,0,Spring,Apr,135
20123,2012,4,18,11,2012-04-18,155.0,11,19.0,1009.0,0.9958830000000001,SE,97.01,0,0,Spring,Apr,135
20124,2012,4,18,12,2012-04-18,160.0,11,19.0,1009.0,0.9958830000000001,SE,100.14,0,0,Spring,Apr,135
20125,2012,4,18,13,2012-04-18,174.0,12,20.0,1008.0,0.994896,SE,103.27,0,0,Spring,Apr,135
20126,2012,4,18,14,2012-04-18,178.0,12,20.0,1008.0,0.994896,SE,106.4,0,0,Spring,Apr,135
20127,2012,4,18,15,2012-04-18,202.0,12,21.0,1007.0,0.993909,SE,108.19,0,0,Spring,Apr,135
20128,2012,4,18,16,2012-04-18,213.0,12,22.0,1007.0,0.993909,SE,109.98,0,0,Spring,Apr,135
20129,2012,4,18,17,2012-04-18,222.0,12,22.0,1007.0,0.993909,SW,0.89,0,0,Spring,Apr,225
20130,2012,4,18,18,2012-04-18,219.0,12,20.0,1007.0,0.993909,NW,4.92,0,0,Spring,Apr,315
20131,2012,4,18,19,2012-04-18,221.0,12,18.0,1008.0,0.994896,NE,1.79,0,0,Spring,Apr,45
20132,2012,4,18,20,2012-04-18,225.0,12,17.0,1008.0,0.994896,SW,0.89,0,0,Spring,Apr,225
20133,2012,4,18,21,2012-04-18,229.0,13,18.0,1010.0,0.99687,SE,4.92,0,2,Spring,Apr,135
20134,2012,4,18,22,2012-04-18,73.0,14,15.0,1011.0,0.997857,SE,8.05,0,3,Spring,Apr,135
20135,2012,4,18,23,2012-04-18,51.0,13,15.0,1012.0,0.9988440000000001,SE,11.18,0,4,Spring,Apr,135
20136,2012,4,19,0,2012-04-19,50.0,13,14.0,1011.0,0.997857,NW,1.79,0,5,Spring,Apr,315
20137,2012,4,19,1,2012-04-19,59.0,13,14.0,1010.0,0.99687,NE,3.13,0,0,Spring,Apr,45
20138,2012,4,19,2,2012-04-19,70.0,13,14.0,1011.0,0.997857,SE,1.79,0,0,Spring,Apr,135
20139,2012,4,19,3,2012-04-19,59.0,13,14.0,1010.0,0.99687,NE,1.79,0,0,Spring,Apr,45
20140,2012,4,19,4,2012-04-19,61.0,13,14.0,1011.0,0.997857,SW,0.89,0,0,Spring,Apr,225
20141,2012,4,19,5,2012-04-19,69.0,13,13.0,1011.0,0.997857,SW,1.78,0,0,Spring,Apr,225
20142,2012,4,19,6,2012-04-19,77.0,11,12.0,1011.0,0.997857,SW,2.67,0,0,Spring,Apr,225
20143,2012,4,19,7,2012-04-19,85.0,10,13.0,1012.0,0.9988440000000001,SE,4.02,0,0,Spring,Apr,135
20144,2012,4,19,8,2012-04-19,97.0,8,13.0,1013.0,0.999831,SE,5.81,0,0,Spring,Apr,135
20145,2012,4,19,9,2012-04-19,100.0,7,13.0,1013.0,0.999831,SE,8.94,0,0,Spring,Apr,135
20146,2012,4,19,10,2012-04-19,109.0,7,13.0,1013.0,0.999831,SE,12.07,0,0,Spring,Apr,135
20147,2012,4,19,11,2012-04-19,102.0,7,14.0,1013.0,0.999831,SE,13.86,0,0,Spring,Apr,135
20148,2012,4,19,12,2012-04-19,102.0,8,14.0,1013.0,0.999831,SE,15.65,0,0,Spring,Apr,135
20149,2012,4,19,13,2012-04-19,122.0,9,14.0,1012.0,0.9988440000000001,SE,18.78,0,0,Spring,Apr,135
20150,2012,4,19,14,2012-04-19,125.0,9,15.0,1012.0,0.9988440000000001,SE,20.57,0,0,Spring,Apr,135
20151,2012,4,19,15,2012-04-19,139.0,9,15.0,1012.0,0.9988440000000001,SE,23.7,0,0,Spring,Apr,135
20152,2012,4,19,16,2012-04-19,154.0,9,15.0,1011.0,0.997857,NE,1.79,0,0,Spring,Apr,45
20153,2012,4,19,17,2012-04-19,156.0,9,16.0,1011.0,0.997857,NE,3.58,0,0,Spring,Apr,45
20154,2012,4,19,18,2012-04-19,158.0,10,15.0,1011.0,0.997857,NW,3.13,0,0,Spring,Apr,315
20155,2012,4,19,19,2012-04-19,152.0,10,14.0,1012.0,0.9988440000000001,NW,6.26,0,0,Spring,Apr,315
20156,2012,4,19,20,2012-04-19,148.0,10,14.0,1013.0,0.999831,NW,8.05,0,0,Spring,Apr,315
20157,2012,4,19,21,2012-04-19,151.0,10,14.0,1013.0,0.999831,NW,9.84,0,0,Spring,Apr,315
20158,2012,4,19,22,2012-04-19,157.0,10,14.0,1013.0,0.999831,SW,0.89,0,0,Spring,Apr,225
20159,2012,4,19,23,2012-04-19,159.0,9,15.0,1013.0,0.999831,NW,1.79,0,0,Spring,Apr,315
20160,2012,4,20,0,2012-04-20,164.0,10,14.0,1014.0,1.000818,NW,3.58,0,0,Spring,Apr,315
20161,2012,4,20,1,2012-04-20,170.0,10,14.0,1014.0,1.000818,NW,4.47,0,0,Spring,Apr,315
20162,2012,4,20,2,2012-04-20,174.0,11,14.0,1014.0,1.000818,NW,5.36,0,0,Spring,Apr,315
20163,2012,4,20,3,2012-04-20,169.0,11,15.0,1014.0,1.000818,NE,0.89,0,0,Spring,Apr,45
20164,2012,4,20,4,2012-04-20,183.0,12,14.0,1014.0,1.000818,SW,0.89,0,0,Spring,Apr,225
20165,2012,4,20,5,2012-04-20,176.0,11,14.0,1015.0,1.001805,SW,1.78,0,0,Spring,Apr,225
20166,2012,4,20,6,2012-04-20,183.0,12,14.0,1015.0,1.001805,SW,2.67,0,0,Spring,Apr,225
20167,2012,4,20,7,2012-04-20,185.0,13,15.0,1016.0,1.0027920000000001,SE,0.89,0,0,Spring,Apr,135
20168,2012,4,20,8,2012-04-20,149.0,13,15.0,1016.0,1.0027920000000001,SE,2.68,0,0,Spring,Apr,135
20169,2012,4,20,9,2012-04-20,143.0,13,16.0,1017.0,1.003779,SE,6.7,0,0,Spring,Apr,135
20170,2012,4,20,10,2012-04-20,157.0,13,15.0,1017.0,1.003779,SE,10.72,0,0,Spring,Apr,135
20171,2012,4,20,11,2012-04-20,172.0,13,14.0,1017.0,1.003779,SE,14.74,0,0,Spring,Apr,135
20172,2012,4,20,12,2012-04-20,194.0,12,14.0,1017.0,1.003779,SE,20.55,0,0,Spring,Apr,135
20173,2012,4,20,13,2012-04-20,205.0,11,13.0,1017.0,1.003779,SE,25.47,0,0,Spring,Apr,135
20174,2012,4,20,14,2012-04-20,177.0,11,12.0,1017.0,1.003779,SE,29.49,0,0,Spring,Apr,135
20175,2012,4,20,15,2012-04-20,149.0,11,12.0,1017.0,1.003779,SE,34.41,0,0,Spring,Apr,135
20176,2012,4,20,16,2012-04-20,90.0,11,12.0,1017.0,1.003779,SE,37.54,0,0,Spring,Apr,135
20177,2012,4,20,17,2012-04-20,65.0,11,12.0,1017.0,1.003779,SE,43.35,0,1,Spring,Apr,135
20178,2012,4,20,18,2012-04-20,89.0,11,12.0,1017.0,1.003779,SE,46.48,0,0,Spring,Apr,135
20179,2012,4,20,19,2012-04-20,110.0,12,12.0,1017.0,1.003779,SE,48.27,0,1,Spring,Apr,135
20180,2012,4,20,20,2012-04-20,118.0,12,12.0,1018.0,1.004766,SW,0.89,0,2,Spring,Apr,225
20181,2012,4,20,21,2012-04-20,98.0,12,12.0,1018.0,1.004766,NE,1.79,0,3,Spring,Apr,45
20182,2012,4,20,22,2012-04-20,82.0,12,12.0,1018.0,1.004766,SE,1.79,0,4,Spring,Apr,135
20183,2012,4,20,23,2012-04-20,100.0,12,12.0,1017.0,1.003779,SE,5.81,0,5,Spring,Apr,135
20184,2012,4,21,0,2012-04-21,129.0,12,12.0,1017.0,1.003779,SW,0.89,0,6,Spring,Apr,225
20185,2012,4,21,1,2012-04-21,142.0,12,13.0,1016.0,1.0027920000000001,SE,1.79,0,0,Spring,Apr,135
20186,2012,4,21,2,2012-04-21,148.0,11,12.0,1015.0,1.001805,SE,3.58,0,0,Spring,Apr,135
20187,2012,4,21,3,2012-04-21,151.0,11,12.0,1014.0,1.000818,SE,4.47,0,0,Spring,Apr,135
20188,2012,4,21,4,2012-04-21,147.0,11,12.0,1013.0,0.999831,SE,5.36,0,0,Spring,Apr,135
20189,2012,4,21,5,2012-04-21,167.0,10,11.0,1013.0,0.999831,SE,7.15,0,0,Spring,Apr,135
20190,2012,4,21,6,2012-04-21,185.0,10,11.0,1013.0,0.999831,SE,10.28,0,0,Spring,Apr,135
20191,2012,4,21,7,2012-04-21,184.0,10,12.0,1013.0,0.999831,SE,14.3,0,0,Spring,Apr,135
20192,2012,4,21,8,2012-04-21,154.0,10,12.0,1013.0,0.999831,SE,18.32,0,0,Spring,Apr,135
20193,2012,4,21,9,2012-04-21,155.0,10,13.0,1013.0,0.999831,SE,20.11,0,0,Spring,Apr,135
20194,2012,4,21,10,2012-04-21,168.0,10,13.0,1013.0,0.999831,SE,21.9,0,0,Spring,Apr,135
20195,2012,4,21,11,2012-04-21,155.0,9,13.0,1013.0,0.999831,SW,0.89,0,0,Spring,Apr,225
20196,2012,4,21,12,2012-04-21,181.0,10,13.0,1011.0,0.997857,SW,1.78,0,0,Spring,Apr,225
20197,2012,4,21,13,2012-04-21,206.0,11,14.0,1011.0,0.997857,SW,2.67,0,0,Spring,Apr,225
20198,2012,4,21,14,2012-04-21,202.0,11,14.0,1010.0,0.99687,NE,1.79,0,0,Spring,Apr,45
20199,2012,4,21,15,2012-04-21,185.0,11,16.0,1009.0,0.9958830000000001,SW,0.89,0,0,Spring,Apr,225
20200,2012,4,21,16,2012-04-21,156.0,11,16.0,1008.0,0.994896,SW,1.78,0,0,Spring,Apr,225
20201,2012,4,21,17,2012-04-21,149.0,11,16.0,1007.0,0.993909,SE,1.79,0,0,Spring,Apr,135
20202,2012,4,21,18,2012-04-21,159.0,11,16.0,1007.0,0.993909,SE,3.58,0,0,Spring,Apr,135
20203,2012,4,21,19,2012-04-21,185.0,11,15.0,1007.0,0.993909,SE,5.37,0,0,Spring,Apr,135
20204,2012,4,21,20,2012-04-21,200.0,11,14.0,1007.0,0.993909,SE,9.39,0,0,Spring,Apr,135
20205,2012,4,21,21,2012-04-21,192.0,11,14.0,1008.0,0.994896,SE,12.52,0,0,Spring,Apr,135
20206,2012,4,21,22,2012-04-21,161.0,11,14.0,1007.0,0.993909,SE,14.31,0,0,Spring,Apr,135
20207,2012,4,21,23,2012-04-21,147.0,10,14.0,1007.0,0.993909,SE,16.1,0,0,Spring,Apr,135
20208,2012,4,22,0,2012-04-22,150.0,11,14.0,1007.0,0.993909,SW,1.79,0,0,Spring,Apr,225
20209,2012,4,22,1,2012-04-22,157.0,11,13.0,1006.0,0.9929220000000001,SE,0.89,0,0,Spring,Apr,135
20210,2012,4,22,2,2012-04-22,143.0,11,13.0,1006.0,0.9929220000000001,SW,0.89,0,0,Spring,Apr,225
20211,2012,4,22,3,2012-04-22,131.0,11,13.0,1005.0,0.991935,SE,1.79,0,0,Spring,Apr,135
20212,2012,4,22,4,2012-04-22,116.0,10,13.0,1004.0,0.990948,SE,4.92,0,0,Spring,Apr,135
20213,2012,4,22,5,2012-04-22,115.0,9,13.0,1004.0,0.990948,SE,6.71,0,0,Spring,Apr,135
20214,2012,4,22,6,2012-04-22,116.0,8,13.0,1004.0,0.990948,SE,8.5,0,0,Spring,Apr,135
20215,2012,4,22,7,2012-04-22,113.0,8,13.0,1005.0,0.991935,SE,10.29,0,0,Spring,Apr,135
20216,2012,4,22,8,2012-04-22,115.0,9,13.0,1005.0,0.991935,SE,12.08,0,0,Spring,Apr,135
20217,2012,4,22,9,2012-04-22,132.0,10,14.0,1005.0,0.991935,SE,13.87,0,0,Spring,Apr,135
20218,2012,4,22,10,2012-04-22,144.0,10,16.0,1005.0,0.991935,SW,0.89,0,0,Spring,Apr,225
20219,2012,4,22,11,2012-04-22,160.0,10,18.0,1004.0,0.990948,SW,1.78,0,0,Spring,Apr,225
20220,2012,4,22,12,2012-04-22,167.0,11,19.0,1003.0,0.989961,SE,1.79,0,0,Spring,Apr,135
20221,2012,4,22,13,2012-04-22,167.0,11,20.0,1003.0,0.989961,SE,3.58,0,0,Spring,Apr,135
20222,2012,4,22,14,2012-04-22,162.0,11,21.0,1002.0,0.988974,SW,3.13,0,0,Spring,Apr,225
20223,2012,4,22,15,2012-04-22,172.0,12,22.0,1001.0,0.9879870000000001,SE,3.13,0,0,Spring,Apr,135
20224,2012,4,22,16,2012-04-22,160.0,12,22.0,1001.0,0.9879870000000001,SE,6.26,0,0,Spring,Apr,135
20225,2012,4,22,17,2012-04-22,195.0,13,22.0,1001.0,0.9879870000000001,SE,9.39,0,0,Spring,Apr,135
20226,2012,4,22,18,2012-04-22,201.0,13,20.0,1001.0,0.9879870000000001,SE,11.18,0,0,Spring,Apr,135
20227,2012,4,22,19,2012-04-22,216.0,13,18.0,1001.0,0.9879870000000001,SE,12.07,0,0,Spring,Apr,135
20228,2012,4,22,20,2012-04-22,235.0,14,17.0,1002.0,0.988974,SE,12.96,0,0,Spring,Apr,135
20229,2012,4,22,21,2012-04-22,247.0,14,18.0,1003.0,0.989961,SE,16.09,0,0,Spring,Apr,135
20230,2012,4,22,22,2012-04-22,257.0,13,17.0,1003.0,0.989961,SE,19.22,0,0,Spring,Apr,135
20231,2012,4,22,23,2012-04-22,245.0,13,17.0,1003.0,0.989961,SE,22.35,0,0,Spring,Apr,135
20232,2012,4,23,0,2012-04-23,217.0,13,16.0,1004.0,0.990948,SE,25.48,0,0,Spring,Apr,135
20233,2012,4,23,1,2012-04-23,199.0,13,16.0,1004.0,0.990948,SE,29.5,0,0,Spring,Apr,135
20234,2012,4,23,2,2012-04-23,203.0,12,16.0,1004.0,0.990948,SW,0.89,0,0,Spring,Apr,225
20235,2012,4,23,3,2012-04-23,191.0,13,16.0,1003.0,0.989961,SE,1.79,0,0,Spring,Apr,135
20236,2012,4,23,4,2012-04-23,188.0,12,16.0,1003.0,0.989961,SE,4.92,0,0,Spring,Apr,135
20237,2012,4,23,5,2012-04-23,190.0,12,16.0,1003.0,0.989961,SE,6.71,0,0,Spring,Apr,135
20238,2012,4,23,6,2012-04-23,222.0,12,16.0,1003.0,0.989961,SE,8.5,0,0,Spring,Apr,135
20239,2012,4,23,7,2012-04-23,235.0,12,16.0,1004.0,0.990948,SE,11.63,0,0,Spring,Apr,135
20240,2012,4,23,8,2012-04-23,230.0,13,17.0,1004.0,0.990948,SE,13.42,0,0,Spring,Apr,135
20241,2012,4,23,9,2012-04-23,248.0,13,17.0,1004.0,0.990948,SW,0.89,0,0,Spring,Apr,225
20242,2012,4,23,10,2012-04-23,258.0,13,18.0,1004.0,0.990948,SE,1.79,0,0,Spring,Apr,135
20243,2012,4,23,11,2012-04-23,266.0,14,19.0,1004.0,0.990948,SE,4.92,0,0,Spring,Apr,135
20244,2012,4,23,12,2012-04-23,281.0,14,20.0,1003.0,0.989961,SE,8.05,0,0,Spring,Apr,135
20245,2012,4,23,13,2012-04-23,279.0,15,21.0,1003.0,0.989961,SE,9.84,0,0,Spring,Apr,135
20246,2012,4,23,14,2012-04-23,278.0,15,23.0,1002.0,0.988974,SW,0.89,0,0,Spring,Apr,225
20247,2012,4,23,15,2012-04-23,268.0,16,24.0,1002.0,0.988974,SE,1.79,0,0,Spring,Apr,135
20248,2012,4,23,16,2012-04-23,272.0,16,24.0,1001.0,0.9879870000000001,SE,3.58,0,0,Spring,Apr,135
20249,2012,4,23,17,2012-04-23,277.0,16,24.0,1001.0,0.9879870000000001,SW,0.89,0,0,Spring,Apr,225
20250,2012,4,23,18,2012-04-23,280.0,15,22.0,1001.0,0.9879870000000001,NW,4.02,0,0,Spring,Apr,315
20251,2012,4,23,19,2012-04-23,288.0,15,21.0,1001.0,0.9879870000000001,NW,7.15,0,0,Spring,Apr,315
20252,2012,4,23,20,2012-04-23,303.0,15,19.0,1001.0,0.9879870000000001,SW,0.89,0,0,Spring,Apr,225
20253,2012,4,23,21,2012-04-23,298.0,14,20.0,1002.0,0.988974,NW,3.13,0,0,Spring,Apr,315
20254,2012,4,23,22,2012-04-23,307.0,15,18.0,1002.0,0.988974,SE,1.79,0,0,Spring,Apr,135
20255,2012,4,23,23,2012-04-23,268.0,15,20.0,1003.0,0.989961,SE,5.81,0,0,Spring,Apr,135
20256,2012,4,24,0,2012-04-24,157.0,14,19.0,1004.0,0.990948,SE,8.94,0,0,Spring,Apr,135
20257,2012,4,24,1,2012-04-24,183.0,14,18.0,1003.0,0.989961,SE,10.73,0,0,Spring,Apr,135
20258,2012,4,24,2,2012-04-24,208.0,14,17.0,1003.0,0.989961,SW,0.89,0,0,Spring,Apr,225
20259,2012,4,24,3,2012-04-24,207.0,14,16.0,1003.0,0.989961,SE,1.79,0,0,Spring,Apr,135
20260,2012,4,24,4,2012-04-24,195.0,14,16.0,1002.0,0.988974,SE,3.58,0,0,Spring,Apr,135
20261,2012,4,24,5,2012-04-24,174.0,13,16.0,1003.0,0.989961,NW,1.79,0,0,Spring,Apr,315
20262,2012,4,24,6,2012-04-24,173.0,14,16.0,1004.0,0.990948,NW,3.58,0,1,Spring,Apr,315
20263,2012,4,24,7,2012-04-24,179.0,13,17.0,1004.0,0.990948,SW,0.89,0,2,Spring,Apr,225
20264,2012,4,24,8,2012-04-24,187.0,14,17.0,1004.0,0.990948,NW,3.13,0,3,Spring,Apr,315
20265,2012,4,24,9,2012-04-24,132.0,15,16.0,1006.0,0.9929220000000001,SE,4.92,0,4,Spring,Apr,135
20266,2012,4,24,10,2012-04-24,60.0,16,16.0,1005.0,0.991935,NW,5.81,0,5,Spring,Apr,315
20267,2012,4,24,11,2012-04-24,40.0,16,17.0,1006.0,0.9929220000000001,NW,9.83,0,6,Spring,Apr,315
20268,2012,4,24,12,2012-04-24,34.0,15,16.0,1006.0,0.9929220000000001,NW,18.77,0,7,Spring,Apr,315
20269,2012,4,24,13,2012-04-24,44.0,15,15.0,1006.0,0.9929220000000001,NW,23.69,0,8,Spring,Apr,315
20270,2012,4,24,14,2012-04-24,48.0,15,16.0,1007.0,0.993909,NW,27.71,0,9,Spring,Apr,315
20271,2012,4,24,15,2012-04-24,37.0,14,15.0,1006.0,0.9929220000000001,NW,33.52,0,10,Spring,Apr,315
20272,2012,4,24,16,2012-04-24,38.0,13,14.0,1006.0,0.9929220000000001,NW,39.33,0,11,Spring,Apr,315
20273,2012,4,24,17,2012-04-24,35.0,13,14.0,1006.0,0.9929220000000001,NW,44.25,0,12,Spring,Apr,315
20274,2012,4,24,18,2012-04-24,45.0,13,14.0,1006.0,0.9929220000000001,NW,50.06,0,13,Spring,Apr,315
20275,2012,4,24,19,2012-04-24,41.0,13,14.0,1007.0,0.993909,NW,54.98,0,0,Spring,Apr,315
20276,2012,4,24,20,2012-04-24,43.0,13,14.0,1008.0,0.994896,NW,58.11,0,0,Spring,Apr,315
20277,2012,4,24,21,2012-04-24,46.0,12,14.0,1009.0,0.9958830000000001,NW,61.24,0,0,Spring,Apr,315
20278,2012,4,24,22,2012-04-24,29.0,12,14.0,1008.0,0.994896,NW,66.16,0,0,Spring,Apr,315
20279,2012,4,24,23,2012-04-24,14.0,10,13.0,1008.0,0.994896,NW,70.18,0,0,Spring,Apr,315
20280,2012,4,25,0,2012-04-25,13.0,8,13.0,1007.0,0.993909,NW,74.2,0,0,Spring,Apr,315
20281,2012,4,25,1,2012-04-25,11.0,6,11.0,1007.0,0.993909,NW,77.33,0,0,Spring,Apr,315
20282,2012,4,25,2,2012-04-25,9.0,2,12.0,1006.0,0.9929220000000001,NW,81.35,0,0,Spring,Apr,315
20283,2012,4,25,3,2012-04-25,9.0,1,11.0,1007.0,0.993909,NW,87.16,0,0,Spring,Apr,315
20284,2012,4,25,4,2012-04-25,12.0,0,9.0,1007.0,0.993909,NW,91.18,0,0,Spring,Apr,315
20285,2012,4,25,5,2012-04-25,11.0,-1,8.0,1008.0,0.994896,NW,95.2,0,0,Spring,Apr,315
20286,2012,4,25,6,2012-04-25,11.0,-1,8.0,1008.0,0.994896,NW,98.33,0,0,Spring,Apr,315
20287,2012,4,25,7,2012-04-25,11.0,-3,14.0,1008.0,0.994896,NW,103.25,0,0,Spring,Apr,315
20288,2012,4,25,8,2012-04-25,10.0,-2,16.0,1009.0,0.9958830000000001,NW,108.17,0,0,Spring,Apr,315
20289,2012,4,25,9,2012-04-25,11.0,-4,17.0,1009.0,0.9958830000000001,NW,113.09,0,0,Spring,Apr,315
20290,2012,4,25,10,2012-04-25,18.0,-5,18.0,1009.0,0.9958830000000001,NW,118.9,0,0,Spring,Apr,315
20291,2012,4,25,11,2012-04-25,16.0,-8,18.0,1009.0,0.9958830000000001,NW,126.05,0,0,Spring,Apr,315
20292,2012,4,25,12,2012-04-25,15.0,-8,19.0,1008.0,0.994896,NW,135.88,0,0,Spring,Apr,315
20293,2012,4,25,13,2012-04-25,17.0,-9,20.0,1008.0,0.994896,NW,145.71,0,0,Spring,Apr,315
20294,2012,4,25,14,2012-04-25,13.0,-8,20.0,1007.0,0.993909,NW,155.54,0,0,Spring,Apr,315
20295,2012,4,25,15,2012-04-25,15.0,-8,20.0,1007.0,0.993909,NW,165.37,0,0,Spring,Apr,315
20296,2012,4,25,16,2012-04-25,12.0,-8,20.0,1007.0,0.993909,NW,174.31,0,0,Spring,Apr,315
20297,2012,4,25,17,2012-04-25,11.0,-8,19.0,1007.0,0.993909,NW,183.25,0,0,Spring,Apr,315
20298,2012,4,25,18,2012-04-25,8.0,-8,17.0,1007.0,0.993909,NW,191.3,0,0,Spring,Apr,315
20299,2012,4,25,19,2012-04-25,4.0,-6,16.0,1008.0,0.994896,NW,196.22,0,0,Spring,Apr,315
20300,2012,4,25,20,2012-04-25,6.0,-7,13.0,1008.0,0.994896,NW,198.01,0,0,Spring,Apr,315
20301,2012,4,25,21,2012-04-25,37.0,0,10.0,1009.0,0.9958830000000001,SW,0.89,0,0,Spring,Apr,225
20302,2012,4,25,22,2012-04-25,69.0,3,9.0,1008.0,0.994896,SW,1.78,0,0,Spring,Apr,225
20303,2012,4,25,23,2012-04-25,120.0,0,9.0,1008.0,0.994896,SW,2.67,0,0,Spring,Apr,225
20304,2012,4,26,0,2012-04-26,45.0,2,9.0,1008.0,0.994896,SW,3.56,0,0,Spring,Apr,225
20305,2012,4,26,1,2012-04-26,34.0,2,7.0,1007.0,0.993909,NE,1.79,0,0,Spring,Apr,45
20306,2012,4,26,2,2012-04-26,28.0,2,5.0,1007.0,0.993909,SW,0.89,0,0,Spring,Apr,225
20307,2012,4,26,3,2012-04-26,35.0,1,7.0,1007.0,0.993909,SE,1.79,0,0,Spring,Apr,135
20308,2012,4,26,4,2012-04-26,62.0,1,5.0,1006.0,0.9929220000000001,SW,0.89,0,0,Spring,Apr,225
20309,2012,4,26,5,2012-04-26,81.0,0,4.0,1006.0,0.9929220000000001,NW,0.89,0,0,Spring,Apr,315
20310,2012,4,26,6,2012-04-26,75.0,1,5.0,1006.0,0.9929220000000001,NW,2.68,0,0,Spring,Apr,315
20311,2012,4,26,7,2012-04-26,50.0,2,9.0,1006.0,0.9929220000000001,SW,0.89,0,0,Spring,Apr,225
20312,2012,4,26,8,2012-04-26,51.0,2,11.0,1005.0,0.991935,SW,1.78,0,0,Spring,Apr,225
20313,2012,4,26,9,2012-04-26,48.0,2,14.0,1005.0,0.991935,SW,2.67,0,0,Spring,Apr,225
20314,2012,4,26,10,2012-04-26,53.0,3,15.0,1004.0,0.990948,SE,1.79,0,0,Spring,Apr,135
20315,2012,4,26,11,2012-04-26,65.0,2,15.0,1003.0,0.989961,SE,3.58,0,0,Spring,Apr,135
20316,2012,4,26,12,2012-04-26,88.0,2,17.0,1002.0,0.988974,SE,5.37,0,0,Spring,Apr,135
20317,2012,4,26,13,2012-04-26,83.0,5,19.0,1000.0,0.987,NE,3.13,0,0,Spring,Apr,45
20318,2012,4,26,14,2012-04-26,76.0,8,20.0,1000.0,0.987,SE,3.13,0,0,Spring,Apr,135
20319,2012,4,26,15,2012-04-26,76.0,2,23.0,999.0,0.986013,SE,8.05,0,0,Spring,Apr,135
20320,2012,4,26,16,2012-04-26,62.0,2,24.0,998.0,0.9850260000000001,SE,12.07,0,0,Spring,Apr,135
